search_keyword,taxId,name,branch,branchCode,branchType,addressLocal,zipCode,contactGroup
ดีเคเอสเอช (ประเทศไทย) จำกัด,0105523002118,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,,00111,สาขา,16/12 หมู่2 ตำบลบางหลวง อำเภอเมืองปทุมธานี ปทุมธานี,12000,3
ดีเคเอสเอช (ประเทศไทย) จำกัด,0105523002118,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,,00116,สาขา,435 หมู่2 ตำบลบ้านทุ่ม อำเภอเมืองขอนแก่น ขอนแก่น,40000,3
ดีเคเอสเอช (ประเทศไทย) จำกัด,0105523002118,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,,00121,สาขา,170 หมู่13 ตำบลรอบเวียง อำเภอเมืองเชียงราย เชียงราย,57000,3
ดีเคเอสเอช (ประเทศไทย) จำกัด,0105523002118,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,,00125,สาขา,126/2 หมู่8 ตำบลเมืองเก่า อำเภอกบินทร์บุรี ปราจีนบุรี,25240,3
ซิลลิค ฟาร์มา จำกัด,0105539106911,บริษัท ซิลลิค ฟาร์มา จำกัด,,00009,สาขา,99/20 หมู่3 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10570,3
ซิลลิค ฟาร์มา จำกัด,0105539106911,บริษัท ซิลลิค ฟาร์มา จำกัด,,00014,สาขา,"2 ชั้น 10 ยูนิต 10-02,10-03 อาคารเพลินจิตเซ็นเตอร์ ถนนสุขุมวิท แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร",10110,3
ซิลลิค ฟาร์มา จำกัด,0105539106911,บริษัท ซิลลิค ฟาร์มา จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,2 ชั้น 8-9 อาคารเพลินจิตเซ็นเตอร์ ถนนสุขุมวิท แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร,10110,3
ซิลลิค ฟาร์มา จำกัด,0105539106911,บริษัท ซิลลิค ฟาร์มา จำกัด,,00012,สาขา,345 ซอยโรงเรียนบางกะสี หมู่15 ถนนเลียบคลองส่งน้ำสุวรรณภูมิ ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10570,3
ซิลลิค ฟาร์มา จำกัด,0105539106911,บริษัท ซิลลิค ฟาร์มา จำกัด,,00003,สาขา,99/19 หมู่3 ถนนบางนา-ตราด กม.23 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10570,3
ซิลลิค ฟาร์มา จำกัด,0105539106911,บริษัท ซิลลิค ฟาร์มา จำกัด,,00008,สาขา,"2 ชั้น 1 ยูนิต 01-01,01-02 อาคารเพลินจิตเซ็นเตอร์ ถนนสุขุมวิท แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร",10110,3
ซิลลิค ฟาร์มา จำกัด,0105539106911,บริษัท ซิลลิค ฟาร์มา จำกัด,,00013,สาขา,73 ซอยอุดมสุข 37 ถนนสุขุมวิท 103 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร,10260,3
ซิลลิค ฟาร์มา จำกัด,0105539106911,บริษัท ซิลลิค ฟาร์มา จำกัด,,00011,สาขา,99/2 หมู่3 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10570,3
ซิลลิค ฟาร์มา จำกัด,0105539106911,บริษัท ซิลลิค ฟาร์มา จำกัด,,00015,สาขา,88/21 หมู่5 ตำบลบางสมัคร อำเภอบางปะกง ฉะเชิงเทรา,24180,3
อาคารเภสัช,0105502000531,บริษัท อาคารเภสัช จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,363/27-28 ซอยข้าวสาร ถนนเตชะวณิชย์ แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร,10800,3
สยามฟาร์มาซูติคอล จำกัด,0105509002220,บริษัท สยามฟาร์มาซูติคอล จำกัด,,00001,สาขา,9 ซอยโชคชัยร่วมมิตร ถนนวิภาวดีรังสิต แขวงดินแดง เขตดินแดง กรุงเทพมหานคร,10900,3
สยามฟาร์มาซูติคอล จำกัด,0105509002220,บริษัท สยามฟาร์มาซูติคอล จำกัด,,00002,สาขา,171/8 ซอยโชคชัยร่วมมิตร ถนนวิภาวดีรังสิต แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร,10900,3
สยามฟาร์มาซูติคอล จำกัด,0105509002220,บริษัท สยามฟาร์มาซูติคอล จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,171/1-2 ซอยโชคชัยร่วมมิตร ถนนวิภาวดีรังสิต แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร,10900,3
